actif;afficher le prix;caractéristique Coloris;caractéristique Matière;caractéristique sous-couche;caractéristique configuration tapis;caractéristique type tapis;id_category(s);id_category_default;description courte FR;ean13 Valeur produit;tva;link_rewrite FR;meta_description FR;meta_title FR;nom FR;poids Valeur produit;prix TTC Valeur produit;quantité;référence
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250617;20;tapis-ds-ds4-02-2021-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis DS DS4 - De 02/2021 à ce jour - Vendome;Tapis DS DS4 - De 02/2021 à ce jour - Vendome;1.5;27;100;250610
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250709;20;tapis-fiat-500-electrique-08-2020-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Fiat 500 100% électrique - De 08/2020 à ce jour - Vendome;Tapis Fiat 500 100% électrique - De 08/2020 à ce jour - Vendome;1.5;27;100;250700
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250754;20;tapis-hyundai-kona-hybrid-10-2020-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Hyundai Kona Hybrid - De 10/2020 à ce jour - Vendome;Tapis Hyundai Kona Hybrid - De 10/2020 à ce jour - Vendome;1.5;27;100;250750
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250532;20;tapis-mini-cooper-3-5-portes-01-2024-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Mini Cooper 3 & 5 Portes - De 01/2024 à ce jour - Vendome;Tapis Mini Cooper 3 & 5 Portes - De 01/2024 à ce jour - Vendome;1.5;27;100;250530
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250761;20;tapis-mini-cooper-s-se-07-2019-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Mini Cooper S & SE - De 07/2019 à ce jour - Vendome;Tapis Mini Cooper S & SE 100% électrique - De 07/2019 à ce jour - Vendome;1.5;27;100;250760
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250839;20;tapis-nissan-leaf-electrique-07-2019-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Nissan Leaf 100% électrique - De 07/2019 à ce jour - Vendome;Tapis Nissan Leaf 100% électrique - De 07/2019 à ce jour - Vendome;1.5;27;100;250830
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250587;20;tapis-opel-corsa-f-09-2019-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Opel Corsa F - De 09/2019 à ce jour - Vendome;Tapis Opel Corsa F - De 09/2019 à ce jour - Vendome;1.5;27;100;250580
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250556;20;tapis-opel-mokka-mokka-x-06-2012-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Opel Mokka & Mokka X - De 06/2012 à ce jour - Vendome;Tapis Opel Mokka & Mokka X - De 06/2012 à ce jour - Vendome;1.5;27;100;250550
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250822;20;tapis-opel-corsa-e-electrique-11-2019-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Opel Corsa-e 100% électrique - De 11/2019 à ce jour - Vendome;Tapis Opel Corsa-e 100% électrique - De 11/2019 à ce jour - Vendome;1.5;27;100;250820
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250686;20;tapis-peugeot-308-3-berline-break-07-2021-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Peugeot 308 3 Berline & Break - De 07/2021 à ce jour - Vendome;Tapis Peugeot 308 3 Berline & Break - De 07/2021 à ce jour - Vendome;1.5;27;100;250680
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250594;20;tapis-peugeot-508-2-508-2-sw-09-2018-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Peugeot 508 2 & 508 2 SW - De 09/2018 à ce jour - Vendome;Tapis Peugeot 508 2 & 508 2 SW - De 09/2018 à ce jour - Vendome;1.5;27;100;250590
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250648;20;tapis-renault-megane-e-tech-02-2022-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Renault Mégane E-Tech - De 02/2022 à ce jour - Vendome;Tapis Renault Mégane E-Tech 100% électrique - De 02/2022 à ce jour - Vendome;1.5;27;100;250640
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250662;20;tapis-toyota-yaris-cross-07-2021-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Toyota Yaris Cross - De 07/2021 à ce jour  - Vendome;Tapis Toyota Yaris Cross - De 07/2021 à ce jour  - Vendome;1.5;27;100;250660
1;1;Noir;Moquette;Anti-dérapante;2 avants + 2 arrières;Sur Mesure;1829;1829;"<div style=""text-align: center;""><div style=""text-align: left;""><p><strong>Les plus-produit :</strong></p><ul><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Equipement complet : 2 tapis avant + 2 tapis arrière</span></span></li><li class=""MsoNormal"" style=""line-height: normal;""><span style=""font-family: Verdana, sans-serif;""><span style=""font-size: 11.3333px;"">Matière : Aiguilleté</span></span></li><li>Talonnette de renfort sur le tapis côté conducteur</li><li>S'adapte aux systèmes de fixation d'origine constructeur</li><li>Similaire à la coupe d'origine</li><li>Sous-couche anti-dérapante</li><li>Fabrication européenne</li></ul></div></div>";3281690250679;20;tapis-toyota-yaris-hybrid-01-2018-vendome;Jeu de tapis sur mesure, coloris noir. Tapis avant et arrière, avec talonnette de renfort côté conducteur. Livraison Gratuite.;Tapis Toyota Yaris Hybrid - De 01/2018 à ce jour - Vendome;Tapis Toyota Yaris Hybrid - De 01/2018 à ce jour - Vendome;1.5;27;100;250670
