Product ID;Reference;stock entrepôt
6915;145;4128
6911;139;6548
6905;126;447
6903;125;42
6895;120;1606
6893;119;776
6829;013/991;89
6823;013/915;311
6821;331;122
6813;239410;986
6805;191250;15
6801;191240;0
6799;231410;310
6797;231460;130
6793;191360;0
6791;191490;0
6789;231400;343
6779;223230;22
6769;196100;58
6767;223670;0
6761;223260;0
6759;223250;0
6753;199490;0
6747;192310;811
6745;223240;0
6743;223300;0
6735;187640;1718
6733;69401;215
6731;694;261
6729;696;132
6727;693;632
6725;692;352
6723;625K;476
6721;623K;480
6719;621K;456
6715;625;1711
6713;623;2907
6711;621;1209
6707;870;166
6705;920;0
6703;867;9071
6699;574B;27
6693;223650;0
6691;235280;54
6685;237790;0
6683;237790;0
6681;232200;0
6679;235130;52
6677;235130;52
6675;237130;47
6673;237130;47
6669;202550;2819
6667;226510;7
6665;226510;7
6663;237120;29
6661;237120;29
6647;231500;7
6643;235360;88
6639;235400;210
6637;231560;8
6635;235380;495
6631;237110;2059
6627;235270;173
6625;237800;124
6623;235660;766
6619;201820;154
6617;187210;735
6615;185950;2092
6611;231550;5
6609;231380;13
6607;231350;9
6605;231340;14
6603;201630;9
6597;404;429
6595;406;224
6593;228280;0
6589;227320;777
6585;228260;248
6581;224560;545
6577;224540;0
6573;390;11
6565;231500;7
6563;180380;31
6537;237090;0
6535;236950;1178
6531;129;246
6529;128;354
6517;236430;1812
6509;236460;880
6507;235960;2131
6505;236310;2241
6503;234010;4258
6497;235920;0
6495;234020;530
6493;235340;724
6491;235370;953
6489;234490;5079
6481;233630;1155
6469;233250;444
6463;415270;1774
6461;415260;942
6457;234310;3374
6443;234350;120
6441;233400;649
6437;234340;966
6435;233370;900
6433;233390;720
6431;233380;720
6427;234110;30
6425;234140;0
6421;234130;0
6409;231570;51
6403;231580;18
6385;231750;0
6383;231760;0
6373;228270;312
6371;230850;36
6369;231760;0
6367;231800;20
6365;231740;23
6363;231750;0
6361;231820;10
6359;231780;3
6353;231810;29
6351;229520;1796
6349;222300;1606
6345;199730;968
6333;228830;122
6331;228820;41
6225;231830;0
6219;173030;318
6216;168670;306
6214;222140;167
6213;225020;1044
6211;225000;652
6209;225010;2018
6205;226480;290
6203;226470;0
6199;226450;193
6197;226430;51
6193;222180;847
6141;221880;10
6131;221830;0
6129;221800;0
6123;221630;10
6119;221790;14
6105;226190;0
6097;226180;16
6079;221620;3
6027;226440;161
6015;226530;51
6011;223340;33
6009;223350;35
6007;223330;10
6003;226500;37
5995;226570;363
5983;223310;0
5971;223130;0
5909;201720;356
5905;223470;1651
5903;184020;1297
5901;223030;38
5899;202570;4197
5897;223020;209
5891;204770;3466
5889;221480;6579
5881;222120;0
5855;201710;13
5853;231390;11
5851;201710;13
5849;201700;12
5847;201700;12
5845;201690;7
5843;201680;6
5841;201670;15
5839;201660;7
5837;201650;11
5835;201640;12
5833;201620;8
5831;201610;16
5829;201600;18
5827;201590;14
5825;201590;14
5823;201580;8
5821;201570;38
5819;201570;38
5817;201560;13
5815;201550;5
5813;201550;5
5811;201550;5
5807;201540;12
5805;201530;13
5803;201530;13
5801;201520;15
5799;201520;15
5751;200750;0
5743;200740;18
5741;202540;3313
5731;200480;322
5719;192850;32
5705;197690;34
5701;195020;35
5699;20382;32
5697;192840;21
5695;192820;9
5693;20379;58
5691;197680;0
5689;194970;20
5683;20383;9
5681;195070;3
5671;195030;26
5665;194980;14
5661;195010;33
5653;192860;40
5643;194910;#N/A
5641;199250 remp par 234510;#N/A
5635;AMBPR010;9990
5621;AMBGT011;9990
5611;AMBCA004;9990
5609;AMBCA009;9990
5607;AMBCA008;9990
5605;AMBCA002;9990
5603;AMBCA001;9990
5575;174430;126
5523;199680;9990
5521;196360;0
5507;196870;#N/A
5491;191270;16
5445;234030;716
5317;179790;287
5315;190770;66
5313;190760;98
5311;190750;74
5309;190740;100
5307;191760;2206
5265;190080;122
5263;236280;1321
5235;180420;22
5219;191960;984
5213;191920;985
5197;195030;26
5129;187120;770
5127;187520;967
5125;185880;887
5123;185870;3782
5121;185840;0
5117;187160;281
5113;186380;386
5111;186370;711
5109;186360;3073
5105;180600;30
5023;180590;38
4947;AMBCA006;#N/A
4945;AMBCA005;9995
4943;AMBCA004;9995
4941;AMBCA001;9995
4939;AMBCA004;9995
4937;AMBCA003;9995
4935;AMBCA002;9995
4933;AMBCA001;9995
4859;20382;32
4785;180330;12
4633;180720;23
4617;180680;40
4615;180670;12
4551;180450;12
4543;180430;26
4533;180400;32
4337;180420;22
4325;180380;31
4177;180310;35
3931;180410;19
3923;180390;16
3801;180850;0
3797;180830;30
3795;180820;20
3793;180810;15
3791;180800;0
